rollno,student_name,emailid,address,contact,mid1_exam_30,mid2_exam_30,attendance_pct_100,backlogs,prev_year_sgpa_10,result
1832,Ananya Reddy,ananya.reddy291@icloud.com,"493 Rajendra Drive, Ludhiana - 180791",6319306719,16.5,30,74,2,8.4,Pass
1833,Aarav Nair,aarav.nair2824@icloud.com,"140 Main Court, Gurgaon - 159612",9579602009,30,22.6,48,2,7.01,Pass
1834,Neha Sinha,neha.sinha2879@protonmail.com,"57 Rajendra Lane, Nagpur - 735449",6621028466,25.8,19.0,91,0,5.62,Pass
1835,Swati Desai,swati.desai9930@rediffmail.com,"368 Shivaji Boulevard, Gurgaon - 527482",7146309825,16.2,20.5,78,0,6.03,Pass
1836,Aryan Iyer,aryan.iyer6131@gmail.com,"162 Patel Avenue, Mysore - 116821",7927058358,26.2,10.4,87,0,6.81,Pass
1837,Rishi Rao,rishi.rao7985@outlook.com,"239 Patel Path, Patna - 314636",9855091639,19.3,23.7,49,0,N/A,Pass
1838,Aryan Saxena,aryan.saxena7110@gmail.com,"307 Nehru Path, Varanasi - 637460",9933554338,16.7,24.3,59,0,7.24,Pass
1839,Kritika Rao,kritika.rao991@gmail.com,"261 Rajendra Court, Kochi - 125313",9027608888,20.3,12.1,79,0,N/A,Pass
1840,Vikram Saxena,vikram.saxena7192@icloud.com,"250 Shivaji Court, Delhi - 798688",6837082543,12.7,28.0,86,0,7.35,Pass
1841,Divya Sharma,divya.sharma731@hotmail.com,"7 Market Avenue, Visakhapatnam - 696949",7946283846,27.2,14.2,98,0,N/A,Fail
1842,Shreya Choudhury,shreya.choudhury7917@icloud.com,"34 Rajendra Circle, Agra - 273649",9490644268,16.4,13.2,61,2,4.88,Fail
1843,Shreya Arora,shreya.arora9161@rediffmail.com,"456 Gandhi Path, Gurgaon - 263157",8053540619,21.0,12.6,57,2,6.6,Fail
1844,Isha Roy,isha.roy4231@gmail.com,"422 Market Court, Ahmedabad - 985511",7363288948,11.0,30,84,0,5.26,Pass
1845,Meera Nair,meera.nair4910@gmail.com,"125 Market Drive, Chandigarh - 795083",6623421097,20.1,18.0,65,0,9.57,Pass
1846,Neha Bhat,neha.bhat8068@outlook.com,"302 Rajendra Square, Visakhapatnam - 990713",7230368944,21.2,16.0,50,0,6.34,Pass
1847,Nikhil Patel,nikhil.patel149@yahoo.com,"277 Shivaji Circle, Patna - 196800",7259908653,22.4,19.1,48,2,8.42,Fail
1848,Nikhil Sharma,nikhil.sharma2716@hotmail.com,"170 Park Street, Nashik - 186346",6638670490,12.7,20.8,50,3,N/A,Pass
1849,Aisha Srivastava,aisha.srivastava8629@gmail.com,"426 Nehru Lane, Bangalore - 584796",8211441979,13.9,14.4,58,0,6.82,Pass
1850,Diya Roy,diya.roy7423@hotmail.com,"488 Nehru Boulevard, Nagpur - 839936",9996454615,21.7,6.9,82,0,6.7,Pass
1851,Vikram Verma,vikram.verma1774@outlook.com,"65 Market Road, Lucknow - 907789",8248727143,16.2,9.9,67,0,5.89,Fail
1852,Kritika Choudhury,kritika.choudhury9638@hotmail.com,"480 Rajendra Circle, Nagpur - 135480",8967262652,18.9,21.2,42,0,4.0,Fail
1853,Akshay Sinha,akshay.sinha2187@icloud.com,"168 Shivaji Path, Agra - 888020",7363847086,22.1,25.5,71,0,6.45,Pass
1854,Tanvi Bhat,tanvi.bhat4562@yahoo.com,"370 Market Square, Delhi - 908306",6007402185,15.0,7.7,63,0,7.44,Pass
1855,Varun Das,varun.das8283@hotmail.com,"272 Shivaji Court, Nashik - 742215",7437174078,10.6,9.1,75,0,7.33,Pass
1856,Varun Singh,varun.singh6683@rediffmail.com,"322 Park Circle, Varanasi - 537514",9537868976,12.4,20.7,81,2,7.67,Pass
1857,Rishi Reddy,rishi.reddy6514@gmail.com,"221 Main Road, Thiruvananthapuram - 942305",8331879663,18.1,30,86,0,7.05,Pass
1858,Bhavna Das,bhavna.das9059@hotmail.com,"400 Park Avenue, Agra - 507924",8817938939,25.4,19.6,61,0,N/A,Fail
1859,Shreya Gupta,shreya.gupta4799@protonmail.com,"132 Shivaji Lane, Patna - 547165",7131726070,10.3,27.5,58,0,N/A,Pass
1860,Vikram Khanna,vikram.khanna64@yahoo.com,"34 Nehru Lane, Hyderabad - 902057",9449679618,4.7,19.0,74,0,5.22,Pass
1861,Nikhil Desai,nikhil.desai2900@outlook.com,"413 Rajendra Court, Jaipur - 860549",6292023422,9.9,22.9,61,0,6.76,Pass
1862,Harsh Singh,harsh.singh5583@icloud.com,"200 Shivaji Road, Thiruvananthapuram - 637312",9912079195,21.7,27.6,89,0,6.72,Fail
1863,Simran Bansal,simran.bansal7511@outlook.com,"165 Gandhi Avenue, Patna - 144004",6945231142,4.7,25.1,82,0,6.83,Fail
1864,Akshay Khanna,akshay.khanna7603@gmail.com,"69 Park Drive, Gurgaon - 688684",6546423865,9.2,20.4,75,0,7.19,Pass
1865,Bhavna Srivastava,bhavna.srivastava6983@hotmail.com,"20 Park Street, Lucknow - 797119",7283864138,8.3,28.9,57,0,4.0,Pass
1866,Simran Iyer,simran.iyer4922@outlook.com,"12 Main Boulevard, Indore - 293752",6734495042,26.6,15.3,94,0,N/A,Pass
1867,Varun Nair,varun.nair2037@yahoo.com,"296 Rajendra Drive, Thiruvananthapuram - 182669",7505758721,13.5,29.2,88,0,5.3,Fail
1868,Isha Bhattacharya,isha.bhattacharya9059@protonmail.com,"153 Park Square, Mysore - 142717",8804621381,15.2,16.2,43,0,6.0,Pass
1869,Rahul Saxena,rahul.saxena7824@gmail.com,"241 Gandhi Square, Noida - 212084",8063329832,15.7,22.6,98,0,7.64,Fail
1870,Ananya Choudhury,ananya.choudhury8360@yahoo.com,"209 Main Court, Patna - 386591",7021822983,18.5,10.9,64,2,7.51,Pass
1871,Sakshi Pandey,sakshi.pandey9485@hotmail.com,"138 Rajendra Drive, Ranchi - 230704",9894521683,21.5,19.0,77,1,7.42,Fail
1872,Neha Verma,neha.verma668@yahoo.com,"128 Main Road, Ghaziabad - 513893",7145587885,9.5,18.5,40,0,7.38,Pass
1873,Rishi Verma,rishi.verma2418@protonmail.com,"332 Park Path, Indore - 531098",9216895937,13.6,20.5,80,0,8.42,Fail
1874,Simran Bhat,simran.bhat4497@outlook.com,"26 Nehru Street, Visakhapatnam - 586102",7845881653,7.9,13.8,66,1,7.05,Pass
1875,Aarav Bhat,aarav.bhat8686@gmail.com,"301 Patel Path, Lucknow - 775546",7929913809,15.9,14.2,70,0,6.21,Fail
1876,Simran Mishra,simran.mishra3596@rediffmail.com,"261 Market Road, Jaipur - 856278",8537061491,19.4,17.1,82,3,N/A,Pass
1877,Rahul Reddy,rahul.reddy4643@hotmail.com,"415 Rajendra Court, Ranchi - 743401",7990142324,12.8,19.5,41,3,6.79,Pass
1878,Sneha Gupta,sneha.gupta1787@protonmail.com,"157 Shivaji Boulevard, Ludhiana - 943678",8517677005,10.8,12.0,78,0,N/A,Pass
1879,Sneha Saxena,sneha.saxena4022@hotmail.com,"24 Gandhi Path, Chandigarh - 895793",7581977205,10.6,19.3,75,0,N/A,Fail
1880,Divya Pandey,divya.pandey728@yahoo.com,"240 Shivaji Court, Coimbatore - 176131",6582918332,17.6,14.4,46,0,4.0,Fail
1881,Rishi Saxena,rishi.saxena3435@gmail.com,"175 Rajendra Drive, Hyderabad - 198053",8268086727,29.7,28.6,74,0,7.3,Pass
1882,Simran Srivastava,simran.srivastava3554@icloud.com,"211 Gandhi Road, Bangalore - 628169",7192583396,12.2,21.7,62,0,6.57,Pass
1883,Anjali Malhotra,anjali.malhotra2829@icloud.com,"81 Rajendra Street, Coimbatore - 288106",7553129661,0,20.8,43,0,N/A,Pass
1884,Pooja Desai,pooja.desai4918@icloud.com,"352 Shivaji Lane, Ludhiana - 166342",7329622374,23.5,25.3,74,0,6.86,Pass
1885,Ananya Malhotra,ananya.malhotra1209@yahoo.com,"213 Park Square, Ahmedabad - 833676",7522965428,21.1,16.5,78,0,6.1,Fail
1886,Rishi Rao,rishi.rao5182@hotmail.com,"311 Rajendra Street, Pune - 525530",8594697802,19.4,30,47,1,5.72,Pass
1887,Vikram Bansal,vikram.bansal7863@outlook.com,"466 Market Street, Gurgaon - 288527",7431433612,18.1,21.1,94,0,N/A,Pass
1888,Nikhil Nair,nikhil.nair8612@rediffmail.com,"48 Nehru Boulevard, Indore - 675572",7556705841,25.8,21.1,93,0,6.64,Pass
1889,Rishi Patel,rishi.patel6926@protonmail.com,"325 Park Path, Bhopal - 272632",8450330956,15.1,20.0,41,0,N/A,Pass
1890,Sakshi Patel,sakshi.patel1363@protonmail.com,"98 Patel Road, Bhopal - 921717",8700921983,18.2,22.6,64,2,7.71,Pass
1891,Nikhil Bansal,nikhil.bansal2433@rediffmail.com,"343 Patel Boulevard, Chandigarh - 647590",6646724373,20.6,14.2,79,0,5.45,Pass
1892,Arjun Singh,arjun.singh4290@yahoo.com,"194 Gandhi Path, Bangalore - 479026",8276483960,17.6,12.1,55,0,7.67,Pass
1893,Akshay Desai,akshay.desai812@hotmail.com,"159 Market Drive, Surat - 865041",6759053215,11.0,20.3,55,0,5.71,Fail
1894,Aisha Dutta,aisha.dutta8625@yahoo.com,"65 Park Street, Jaipur - 940952",6986324950,19.6,22.3,73,0,6.11,Fail
1895,Priya Bansal,priya.bansal7770@outlook.com,"451 Rajendra Court, Pune - 496454",7570557852,17.5,22.7,44,0,6.59,Pass
1896,Isha Pandey,isha.pandey4885@yahoo.com,"11 Rajendra Square, Mysore - 851820",7564088904,22.1,20.3,89,0,7.81,Fail
1897,Kavya Bose,kavya.bose6397@yahoo.com,"182 Gandhi Boulevard, Ranchi - 144375",7197295338,12.3,27.3,58,0,5.79,Fail
1898,Kavya Chopra,kavya.chopra9442@icloud.com,"272 Main Avenue, Coimbatore - 214259",8228001003,19.1,21.5,86,0,5.96,Pass
1899,Varun Sharma,varun.sharma4756@protonmail.com,"328 Main Boulevard, Ahmedabad - 314581",7524985960,20.6,14.6,60,0,7.15,Pass
1900,Tanvi Sinha,tanvi.sinha8631@outlook.com,"370 Park Court, Delhi - 735916",7982574848,20.5,15.7,48,0,5.54,Pass
1901,Naman Khanna,naman.khanna579@protonmail.com,"40 Park Drive, Mysore - 629412",9672205455,10.0,20.8,66,0,N/A,Pass
1902,Vivaan Roy,vivaan.roy491@rediffmail.com,"55 Gandhi Square, Hyderabad - 676445",7056350841,15.6,13.6,80,0,7.4,Fail
1903,Naman Bhattacharya,naman.bhattacharya60@rediffmail.com,"349 Rajendra Square, Kochi - 739362",8248872076,17.5,18.1,47,0,7.23,Pass
1904,Kavya Reddy,kavya.reddy3800@outlook.com,"272 Patel Path, Varanasi - 127658",7749250097,23.4,28.1,100,0,7.98,Pass
1905,Naman Patel,naman.patel1521@hotmail.com,"479 Main Boulevard, Chennai - 644925",9696719645,21.4,20.2,67,0,9.6,Pass
1906,Sanjay Pandey,sanjay.pandey304@gmail.com,"484 Rajendra Street, Gurgaon - 313052",8972537466,20.3,17.1,95,0,9.36,Pass
1907,Priya Dutta,priya.dutta3591@hotmail.com,"460 Gandhi Path, Delhi - 957104",9082681041,25.3,12.3,94,0,6.2,Fail
1908,Aisha Malhotra,aisha.malhotra8603@icloud.com,"136 Nehru Street, Hyderabad - 353861",8128488126,15.6,26.1,82,1,7.21,Fail
1909,Vikram Sharma,vikram.sharma1688@protonmail.com,"190 Patel Street, Vadodara - 962199",6474231449,27.8,27.6,44,0,6.73,Pass
1910,Rishi Rao,rishi.rao9560@icloud.com,"85 Shivaji Drive, Ludhiana - 700612",9959373785,22.5,15.5,74,0,6.19,Pass
1911,Kavya Singh,kavya.singh8209@hotmail.com,"292 Rajendra Lane, Patna - 299624",6519148646,16.3,18.0,67,0,7.44,Pass
1912,Aisha Sen,aisha.sen386@rediffmail.com,"243 Market Square, Nagpur - 223435",9575427307,19.7,18.7,68,2,7.66,Fail
1913,Akshay Das,akshay.das9879@hotmail.com,"333 Rajendra Court, Chennai - 789187",6508058222,17.8,25.5,66,3,4.54,Pass
1914,Amit Mishra,amit.mishra9684@icloud.com,"184 Market Square, Ghaziabad - 378962",6919736734,15.7,20.4,93,0,5.2,Fail
1915,Amit Dutta,amit.dutta3127@icloud.com,"271 Gandhi Drive, Indore - 886875",6441925681,22.7,14.3,90,2,6.57,Pass
1916,Vivaan Srivastava,vivaan.srivastava2700@outlook.com,"386 Rajendra Street, Mumbai - 800152",9873633190,23.8,15.5,43,3,8.39,Fail
1917,Varun Srivastava,varun.srivastava427@gmail.com,"485 Park Square, Gurgaon - 158706",8639013227,22.7,17.3,87,0,6.46,Pass
1918,Swati Malhotra,swati.malhotra9553@outlook.com,"329 Shivaji Lane, Delhi - 865436",8496700122,26.1,19.8,68,0,6.51,Pass
1919,Karan Dutta,karan.dutta6754@protonmail.com,"67 Market Path, Mumbai - 682447",6584703554,10.5,19.6,65,0,5.87,Fail
1920,Sneha Malhotra,sneha.malhotra7446@yahoo.com,"46 Market Path, Kochi - 849647",7165207446,24.1,15.7,69,3,N/A,Fail
1921,Ananya Das,ananya.das1675@gmail.com,"309 Market Street, Surat - 218091",7517643101,18.6,26.8,82,0,5.81,Pass
1922,Pooja Sinha,pooja.sinha1227@protonmail.com,"280 Nehru Boulevard, Jaipur - 721339",6780922380,15.1,30,58,0,7.51,Pass
1923,Kavya Sharma,kavya.sharma3884@outlook.com,"105 Nehru Road, Surat - 593249",6984372237,27.5,13.0,71,0,7.51,Pass
1924,Simran Saxena,simran.saxena9660@rediffmail.com,"424 Market Road, Nagpur - 302780",8476884146,18.4,22.9,87,3,8.13,Pass
1925,Divya Khanna,divya.khanna8846@yahoo.com,"449 Park Court, Kolkata - 669914",8754172765,13.2,26.2,68,0,5.16,Pass
1926,Vikram Sinha,vikram.sinha7846@protonmail.com,"32 Shivaji Circle, Ahmedabad - 524763",7361375345,15.2,19.6,49,0,5.64,Pass
1927,Harsh Nair,harsh.nair2618@gmail.com,"202 Gandhi Street, Mysore - 451327",9024636765,15.2,12.9,49,0,8.36,Pass
1928,Meera Mishra,meera.mishra7492@icloud.com,"305 Main Court, Nashik - 660212",8305226005,30,13.2,90,1,N/A,Fail
1929,Varun Roy,varun.roy565@rediffmail.com,"355 Rajendra Court, Visakhapatnam - 854125",8853262260,11.9,23.4,87,0,6.07,Fail
1930,Kavya Desai,kavya.desai7413@protonmail.com,"280 Patel Street, Ludhiana - 786643",9688668512,22.5,16.8,74,0,4.0,Pass
1931,Aisha Sinha,aisha.sinha4513@outlook.com,"400 Park Drive, Bangalore - 854355",9580737343,13.4,16.2,79,3,7.25,Pass
1932,Sanjay Nair,sanjay.nair8466@rediffmail.com,"101 Patel Street, Thiruvananthapuram - 774555",8297778886,11.4,11.3,90,0,8.11,Fail
1933,Aryan Mishra,aryan.mishra5447@protonmail.com,"234 Main Street, Ghaziabad - 230890",7326884832,11.1,20.1,63,0,5.72,Pass
1934,Sakshi Mishra,sakshi.mishra3223@yahoo.com,"181 Nehru Lane, Nagpur - 358605",7931701298,21.2,7.1,54,0,6.3,Pass
1935,Shreya Patel,shreya.patel5381@yahoo.com,"273 Gandhi Circle, Kolkata - 460030",9471511796,16.6,11.9,95,0,7.71,Fail
1936,Rahul Reddy,rahul.reddy8275@gmail.com,"287 Shivaji Path, Kochi - 126906",9523776106,30,14.7,75,0,4.99,Fail
1937,Divya Singh,divya.singh3191@hotmail.com,"322 Park Court, Varanasi - 704992",6079834001,18.8,26.6,85,0,7.22,Pass
1938,Sahil Malhotra,sahil.malhotra6473@hotmail.com,"46 Gandhi Boulevard, Bhopal - 212746",8849479416,19.4,23.3,51,0,5.11,Fail
1939,Rahul Reddy,rahul.reddy6993@outlook.com,"436 Gandhi Street, Mumbai - 750926",8446206748,23.5,16.7,45,1,8.81,Fail
1940,Vikram Sen,vikram.sen9704@rediffmail.com,"243 Main Drive, Coimbatore - 975469",7549542339,24.6,19.3,55,0,6.39,Pass
1941,Varun Bansal,varun.bansal7024@outlook.com,"30 Gandhi Drive, Gurgaon - 535697",9609589161,21.4,16.6,48,2,9.15,Fail
1942,Anjali Bansal,anjali.bansal5572@protonmail.com,"302 Shivaji Path, Thiruvananthapuram - 432742",8848575020,30,15.3,45,0,N/A,Fail
1943,Aditya Sharma,aditya.sharma2564@icloud.com,"158 Gandhi Avenue, Nashik - 778786",7015421546,9.8,9.5,92,2,N/A,Pass
1944,Varun Bhat,varun.bhat563@rediffmail.com,"105 Shivaji Court, Coimbatore - 290998",6514349242,16.2,26.7,79,0,6.66,Fail
1945,Divya Pandey,divya.pandey7366@protonmail.com,"404 Patel Boulevard, Nagpur - 533355",7207911561,14.2,27.6,87,2,8.49,Fail
1946,Swati Malhotra,swati.malhotra2842@protonmail.com,"279 Park Lane, Pune - 976965",6542434706,6.7,10.7,81,0,8.63,Fail
1947,Swati Reddy,swati.reddy6815@hotmail.com,"251 Market Avenue, Ludhiana - 679597",9481794225,22.2,8.1,65,3,6.38,Pass
1948,Harsh Bhat,harsh.bhat7616@hotmail.com,"134 Gandhi Court, Nagpur - 378534",9877651085,23.1,26.0,42,0,N/A,Fail
1949,Veer Mishra,veer.mishra9083@yahoo.com,"374 Park Square, Delhi - 676061",7379995425,27.8,16.7,51,0,5.01,Pass
1950,Meera Bose,meera.bose9554@yahoo.com,"490 Main Path, Kolkata - 280926",7640585422,21.9,18.2,46,0,4.33,Pass
1951,Kritika Verma,kritika.verma3884@yahoo.com,"167 Gandhi Avenue, Thiruvananthapuram - 705663",7330931447,17.6,22.3,86,3,7.16,Fail
1952,Meera Nair,meera.nair4286@icloud.com,"130 Patel Drive, Ludhiana - 860249",6884614495,12.6,20.6,44,0,7.48,Fail
1953,Veer Dutta,veer.dutta8644@outlook.com,"369 Park Avenue, Chandigarh - 842307",8228851436,19.1,20.1,83,0,6.55,Pass
1954,Sneha Gupta,sneha.gupta626@gmail.com,"136 Patel Drive, Thiruvananthapuram - 819339",9738465701,6.8,16.4,87,0,7.47,Pass
1955,Bhavna Mishra,bhavna.mishra1007@icloud.com,"429 Main Avenue, Mumbai - 391641",8377542628,11.7,20.5,95,0,N/A,Pass
1956,Meera Gupta,meera.gupta9625@protonmail.com,"179 Main Road, Lucknow - 308499",9196364598,30,23.2,98,0,8.39,Pass
1957,Tanvi Kumar,tanvi.kumar2388@outlook.com,"25 Market Lane, Hyderabad - 317313",7272132968,23.3,9.7,43,0,7.17,Pass
1958,Vikram Mishra,vikram.mishra6607@gmail.com,"67 Market Street, Hyderabad - 747505",6917664256,16.3,9.6,99,1,5.41,Pass
1959,Meera Malhotra,meera.malhotra7078@outlook.com,"173 Rajendra Court, Mumbai - 792414",7779299135,10.1,19.5,88,0,N/A,Pass
1960,Kritika Das,kritika.das6478@protonmail.com,"269 Market Path, Ranchi - 109167",8217588491,14.8,22.1,48,1,7.6,Pass
1961,Harsh Choudhury,harsh.choudhury6244@icloud.com,"405 Park Street, Thiruvananthapuram - 325044",8417333635,21.5,18.4,57,0,6.27,Pass
1962,Sanjay Malhotra,sanjay.malhotra453@hotmail.com,"483 Park Lane, Mumbai - 247688",9995115141,23.9,13.6,50,0,7.33,Pass
1963,Tanvi Jain,tanvi.jain1017@outlook.com,"369 Park Square, Visakhapatnam - 719512",6770991730,27.5,28.4,73,0,8.28,Fail
1964,Aarav Reddy,aarav.reddy4686@gmail.com,"128 Main Road, Mumbai - 746067",8043053505,8.1,9.7,59,0,8.67,Fail
1965,Harsh Desai,harsh.desai4680@outlook.com,"432 Market Avenue, Jaipur - 602868",6774267957,17.5,19.1,42,0,N/A,Fail
1966,Vikram Sharma,vikram.sharma3405@gmail.com,"413 Shivaji Court, Ahmedabad - 205254",9007105938,18.3,16.2,50,0,4.62,Fail
1967,Rishi Kumar,rishi.kumar2436@rediffmail.com,"16 Park Path, Ludhiana - 163756",9362645516,16.6,12.3,46,0,6.74,Pass
1968,Arjun Srivastava,arjun.srivastava4724@hotmail.com,"497 Nehru Circle, Lucknow - 309186",9751536075,17.6,17.6,76,0,5.69,Pass
1969,Yash Jain,yash.jain4167@outlook.com,"16 Rajendra Road, Noida - 105733",8729067297,16.8,25.4,68,3,4.38,Pass
1970,Harsh Arora,harsh.arora1059@rediffmail.com,"124 Market Circle, Mumbai - 133644",6503274263,12.0,22.9,59,0,N/A,Pass
1971,Vikram Sharma,vikram.sharma7332@rediffmail.com,"249 Patel Road, Agra - 364574",6674321491,12.8,11.9,74,0,6.91,Fail
1972,Anjali Arora,anjali.arora59@hotmail.com,"128 Park Path, Thiruvananthapuram - 280482",6827476439,4.2,13.7,71,3,5.51,Fail
1973,Sneha Sinha,sneha.sinha9681@outlook.com,"351 Park Square, Surat - 732278",8733291980,30,10.1,49,0,5.25,Pass
1974,Priya Dutta,priya.dutta5290@outlook.com,"94 Rajendra Court, Ghaziabad - 719683",8916879775,18.9,26.1,40,2,6.76,Pass
1975,Sanjay Singh,sanjay.singh3521@outlook.com,"27 Patel Court, Ranchi - 279861",6677317404,21.9,20.3,82,0,6.66,Fail
1976,Bhavna Roy,bhavna.roy1381@yahoo.com,"190 Patel Lane, Patna - 217396",6486903934,30,29.2,74,0,6.35,Fail
1977,Nidhi Singh,nidhi.singh1166@rediffmail.com,"476 Shivaji Boulevard, Lucknow - 661098",7811406571,30,14.6,73,1,5.47,Pass
1978,Aarav Bansal,aarav.bansal2837@gmail.com,"416 Main Boulevard, Noida - 149097",9332103085,21.0,16.2,93,3,6.89,Pass
1979,Karan Patel,karan.patel1386@yahoo.com,"262 Patel Drive, Jaipur - 929910",7941089356,17.0,12.6,100,0,N/A,Pass
1980,Harsh Reddy,harsh.reddy1941@hotmail.com,"464 Park Drive, Visakhapatnam - 217958",8834593810,9.1,19.3,55,0,7.35,Pass
1981,Aryan Desai,aryan.desai1763@icloud.com,"477 Patel Drive, Thiruvananthapuram - 943907",9075471302,9.7,10.4,99,2,4.88,Pass
1982,Bhavna Reddy,bhavna.reddy4348@rediffmail.com,"220 Main Boulevard, Bhopal - 636557",8651500993,14.2,20.3,61,0,8.24,Pass
1983,Naman Rao,naman.rao8900@rediffmail.com,"65 Main Court, Nashik - 927688",7872211645,14.3,25.5,49,0,6.69,Pass
1984,Aisha Srivastava,aisha.srivastava1048@gmail.com,"154 Park Avenue, Varanasi - 218433",7499811548,30,18.9,85,0,6.32,Pass
1985,Neha Sharma,neha.sharma4179@hotmail.com,"285 Park Square, Indore - 917637",6908462150,3.4,8.6,88,0,9.11,Fail
1986,Yash Nair,yash.nair527@icloud.com,"99 Nehru Boulevard, Mumbai - 925962",9566321594,18.3,11.5,98,1,5.5,Pass
1987,Aditya Bansal,aditya.bansal8874@protonmail.com,"2 Shivaji Circle, Varanasi - 677926",7711141511,12.9,23.5,73,2,7.26,Fail
1988,Aryan Rao,aryan.rao8954@outlook.com,"316 Rajendra Drive, Surat - 830312",9471326788,8.2,14.9,95,0,8.95,Pass
1989,Vikram Jain,vikram.jain2218@protonmail.com,"307 Market Street, Ranchi - 820847",9567102641,16.3,19.3,96,0,N/A,Pass
1990,Arjun Reddy,arjun.reddy9774@rediffmail.com,"386 Shivaji Avenue, Visakhapatnam - 429660",7540148130,30,14.0,63,0,6.71,Pass
1991,Tanvi Bose,tanvi.bose9388@hotmail.com,"414 Market Boulevard, Gurgaon - 708556",8768487943,16.2,25.1,64,3,5.9,Pass
1992,Ananya Singh,ananya.singh5101@hotmail.com,"217 Gandhi Circle, Mysore - 564620",8715279790,21.3,3.7,89,1,7.71,Fail
1993,Vivaan Pandey,vivaan.pandey2153@yahoo.com,"439 Gandhi Boulevard, Thiruvananthapuram - 524083",9364158150,20.7,15.7,66,0,N/A,Fail
1994,Tanvi Jain,tanvi.jain5695@yahoo.com,"474 Main Street, Ludhiana - 808070",9802033838,20.7,23.8,88,0,6.33,Pass
1995,Akshay Jain,akshay.jain1113@outlook.com,"15 Park Road, Kolkata - 394578",6691393441,10.6,29.8,92,0,5.55,Pass
1996,Arjun Singh,arjun.singh8805@gmail.com,"56 Patel Drive, Gurgaon - 515321",9348547534,21.7,18.8,95,0,8.01,Fail
1997,Aarav Bhattacharya,aarav.bhattacharya4486@outlook.com,"70 Shivaji Boulevard, Ranchi - 272082",9327017477,15.3,17.2,43,0,4.13,Fail
1998,Diya Nair,diya.nair3745@outlook.com,"178 Shivaji Court, Delhi - 583608",8729700891,14.3,22.7,72,0,N/A,Pass
1999,Divya Chopra,divya.chopra5323@hotmail.com,"186 Nehru Street, Delhi - 808650",9387884793,14.7,14.6,69,1,7.38,Pass
2000,Rishi Iyer,rishi.iyer8812@rediffmail.com,"392 Patel Drive, Coimbatore - 955218",6230924315,19.8,24.3,53,0,6.1,Fail
2001,Ananya Bhat,ananya.bhat2790@gmail.com,"99 Shivaji Lane, Varanasi - 176312",9644118134,5.9,15.9,44,1,6.74,Pass
2002,Aryan Jain,aryan.jain3770@hotmail.com,"369 Market Boulevard, Vadodara - 340583",8641146413,29.1,19.7,94,0,6.67,Pass
2003,Diya Chopra,diya.chopra4705@rediffmail.com,"464 Park Square, Kochi - 280618",8386329670,30,10.9,56,0,7.17,Pass
2004,Rohan Bhat,rohan.bhat9885@rediffmail.com,"112 Patel Court, Hyderabad - 116326",8558754366,26.4,23.3,72,0,7.86,Fail
2005,Aisha Arora,aisha.arora9500@outlook.com,"301 Market Drive, Delhi - 420943",8019695180,19.7,16.4,93,0,7.04,Fail
2006,Tanvi Bansal,tanvi.bansal6257@protonmail.com,"130 Market Boulevard, Chennai - 313632",7839275421,30,21.5,76,0,N/A,Fail
2007,Kritika Bhat,kritika.bhat502@outlook.com,"472 Market Drive, Pune - 280778",6910924450,22.4,20.2,47,0,7.09,Pass
2008,Rohan Sen,rohan.sen8562@outlook.com,"237 Shivaji Square, Hyderabad - 147511",6658861672,20.9,19.2,58,0,6.15,Pass
2009,Kritika Iyer,kritika.iyer5241@protonmail.com,"125 Park Drive, Gurgaon - 891798",6671536514,30,17.1,89,0,8.87,Pass
2010,Sakshi Nair,sakshi.nair1610@gmail.com,"2 Rajendra Street, Bhopal - 975877",9934187019,30,19.3,57,3,7.01,Fail
2011,Yash Pandey,yash.pandey6398@outlook.com,"138 Park Road, Mumbai - 778749",9229758097,18.6,18.2,45,0,7.29,Pass
2012,Rahul Mishra,rahul.mishra9700@hotmail.com,"396 Patel Street, Gurgaon - 745059",6130971251,13.9,21.1,75,0,5.68,Pass
2013,Veer Roy,veer.roy262@rediffmail.com,"120 Shivaji Court, Noida - 645301",6638678581,15.2,14.9,77,0,7.67,Pass
2014,Veer Saxena,veer.saxena6187@gmail.com,"355 Rajendra Lane, Mumbai - 191201",7539473635,0.7,23.7,73,0,6.06,Pass
2015,Aarav Dutta,aarav.dutta9375@hotmail.com,"479 Market Road, Thiruvananthapuram - 583379",8111730750,22.1,12.0,85,0,N/A,Pass
2016,Tanvi Gupta,tanvi.gupta1232@gmail.com,"278 Market Boulevard, Bangalore - 738113",9037120597,19.9,15.3,49,2,7.09,Pass
2017,Arjun Roy,arjun.roy4340@protonmail.com,"375 Gandhi Boulevard, Agra - 238298",6556177919,4.8,20.1,60,1,N/A,Pass
2018,Sanjay Khanna,sanjay.khanna6025@outlook.com,"426 Main Drive, Mumbai - 869988",6862103780,5.1,27.8,97,0,6.0,Pass
2019,Diya Gupta,diya.gupta8252@yahoo.com,"471 Gandhi Boulevard, Mumbai - 161249",6219253242,19.2,21.7,68,0,7.59,Pass
2020,Bhavna Bhattacharya,bhavna.bhattacharya6123@gmail.com,"247 Park Street, Thiruvananthapuram - 468504",6392847032,1.0,11.1,79,0,6.22,Pass
2021,Aditya Choudhury,aditya.choudhury5952@yahoo.com,"485 Patel Street, Varanasi - 697177",7857316576,12.9,21.4,67,0,N/A,Fail
